ticker,location,corporate_viability,avg_roe,avg_rotc,avg_npm,avg_current_ratio,avg_debt_ebit,avg_div_payout_ratio,avg_eps_reps
FSLR,AZ,0.00E+00,0.092919069,0.085905281,0.120485431,3.495471342,-1.663433273,0,0.209871834
HRS,FL,0.00E+00,0.330786439,0.167542431,0.144534597,1.530077372,4.02220241,1.181534209,0.25941377
IART,NY,0.00E+00,0.082941255,0.044683064,0.06399104,3.195859192,31.16460988,0,0.166940583
ABCD,TX,0.00E+00,0.162846803,-0.0338316,-0.159285525,0.918110375,-15.30968846,0,0.086764723
ENDP,PA,0.00E+00,-0.361290526,-0.107089014,-0.323515323,1.249631684,4.977981232,0,-0.437594086
JNPR,CA,0.00E+00,0.123871562,0.085858784,0.119737764,2.131126967,-0.826470824,0.338428018,-0.11097374
SYY,TX,0.00E+00,0.473911704,0.199155519,0.036416562,1.576463304,3.184424653,0.616483538,0.12990973
TAYD,NY,0.00E+00,0.104358057,0.104299856,0.081779584,4.815278415,0.005347109,0,0.118794554
TOWR,MI,0.00E+00,0.12772748,0.052585159,0.017878816,1.217449412,-14.54338524,0.070624352,-0.512588094
XRAY,PA,0.00E+00,0.087139813,0.057254982,0.051604063,2.15081342,2.463942571,0.108605708,-0.04635867
ACRX,CA,0.00E+00,-0.732571347,-0.670245221,-10.17779598,6.313870092,-0.596825678,0,0.184496237
JLL,IL,0.00E+00,0.148475716,0.121649193,0.064610713,1.004744959,9.205705783,0.30173286,0.167712674
MASI,CA,0.00E+00,0.314761083,0.286327764,0.18849609,3.045485358,0.267373136,0.306585089,0.604242782
MNK,Unknown,0.00E+00,0.083915472,0.233775852,-0.189011964,1.862255414,11.91594082,0,2.471312361
SNPS,CA,0.00E+00,0.098540079,0.093004017,0.130067602,0.992932644,0.602751456,0,0.148466724
DD,DE,0.00E+00,0.076974416,0.04660289,0.058205978,1.931220976,13.58882856,1.267665828,0.106065042
LZB,MI,0.00E+00,0.16693797,0.165283602,0.063713381,2.992871939,0.193177816,0.174624629,0.281242974
MDXG,GA,0.00E+00,-1.364406725,-1.176572375,-7.894799471,1.408501491,-0.271213912,0,0.192352356
RMCF,CO,0.00E+00,0.238628158,0.185163192,0.134979968,2.135125239,1.210021092,0.610560544,0.424604299
TWTR,MA,0.00E+00,-0.066795372,-0.04873074,-0.145354154,8.249180239,-4.144452524,0,0.001364075
COHR,CA,0.00E+00,0.164243959,0.140065777,0.131216356,3.819768967,1.441161527,0,0.145360582
FORM,CA,0.00E+00,-0.064735112,-0.048699616,-0.067629022,4.434051852,-1.376392071,0,0.009453288
MRC,NV,0.00E+00,0.035249049,0.009774464,0.005036017,2.718661891,13.39846051,0.16052749,-0.201802215
COTY,NY,0.00E+00,-0.021025794,-0.026669121,-0.05646137,1.206010891,-12.54653628,0.74344573,-0.528505001
GWR,CT,0.00E+00,0.111463181,0.064878918,0.157047963,1.108226718,7.761557703,0.00913242,0.149882656
INGR,IL,0.00E+00,0.224772073,0.12721244,0.093466117,2.404606634,3.576586501,0.362154086,0.170178743
CCL,FL,0.00E+00,0.087461079,0.061914273,0.126306809,0.253439202,5.217520919,0.472127304,0.103876403
FET,TX,0.00E+00,0.012216852,0.005010258,-0.031260885,3.62845291,-0.653987658,0,-0.639772323
JWA,NJ,0.00E+00,0.214553528,0.132876253,0.120519512,0.796491779,2.872610216,0.33201701,0.120005352
SFLY,CA,0.00E+00,0.055773693,0.031319999,0.026527099,1.682043442,13.60586071,0,-0.053982321
ENG,TX,0.00E+00,-0.28845504,-0.217055608,-0.061321386,1.671558817,-1.140369562,0,-0.392780749
FISV,WI,0.00E+00,0.35067315,0.139434503,0.200914434,1.116810387,4.268496714,0,0.105832213
FRGI,TX,0.00E+00,-0.16201775,0.063709019,0.029564689,0.737018788,8.02833084,0,45.03011793
HDS,NY,0.00E+00,0.252436201,0.007763096,0.002144619,2.184704988,-347.7578359,0,-0.136349081
JAKK,CA,0.00E+00,-0.316729089,-0.107383732,-0.039526937,2.422036704,3.985928129,0.024703692,-1.603418376
MGLN,MD,0.00E+00,0.097107872,0.073330992,0.025426598,1.688365908,5.953481585,0,0.060540156
NFLX,CA,0.00E+00,0.671944384,0.390043139,0.105713712,1.734358991,0.767946959,0,0.674151108
PNRA,MO,0.00E+00,0.544502011,0.303683095,0.093319404,1.006199142,1.313678193,0,0.116571513
WCG,FL,0.00E+00,0.163394148,0.126604471,0.026608908,1.771895632,1.886913386,0,0.127059168
WINA,MN,0.00E+00,-1.343127432,1.053549931,0.505839824,2.098489894,0.754109107,0.464012421,-0.517284071
XNCR,CA,0.00E+00,-0.819482409,-0.81937098,-5.924007078,10.44177029,-1.66E-04,0,0.264792087
AMGN,CA,0.00E+00,0.305655231,0.137581224,0.340768192,4.122961183,3.948060316,0.352918445,-2.502118166
BOOT,OR,0.00E+00,0.118746953,0.063233149,0.031032194,1.508172507,8.000437598,0,1.449813884
KMI,TX,0.00E+00,0.065570107,0.028895661,0.134964006,0.591360793,26.79791531,5.752298062,-25.00881242
LCUT,NY,0.00E+00,0.084811331,0.059393286,0.028973562,3.025491573,5.71022994,0.492544583,0.183527978
LEDS,Unknown,0.00E+00,-0.798503743,-0.523616304,-1.203800452,3.072409044,-0.520330542,0,0.301238564
TOL,PA,0.00E+00,-0.197285337,-0.119572438,-0.28283608,3.535979544,-3.29433092,0,-0.343896025
WY,WA,0.00E+00,0.070405275,0.037956926,0.075299395,1.65856739,12.97771941,1.151355401,0.999170609
BRCM,CA,0.00E+00,0.115143713,0.096351576,0.10566003,3.740884049,1.915919354,0.260410525,-0.167628023
CMCO,NY,0.00E+00,0.120779692,0.069736175,0.051644171,2.568642512,11.06626903,0.102967436,4.020209816
ES,UT,0.00E+00,0.128826575,0.064452906,0.161265788,0.74118795,7.876081378,0.595924579,0.294627372
FIS,FL,0.00E+00,0.097664494,0.054380917,0.116730748,1.334177062,9.451058099,0.384388297,0.216369858
HBI,NC,0.00E+00,0.421041564,0.107776094,0.07246954,2.062621476,9.290120771,0.567333857,0.289131695
HMHC,MA,0.00E+00,-0.168213332,-0.096383934,-0.12131924,1.909505571,-3.771604055,0,0.042891453
JBHT,AR,0.00E+00,0.514997096,0.27470854,0.090043829,5.523904184,1.663908909,0.22532665,0.146374347
LGND,CA,0.00E+00,0.226083437,0.11688001,0.547456956,5.788234664,3.961872495,0,-0.328317807
PKI,MA,0.00E+00,0.078453593,0.051878862,0.079635852,1.738473573,7.794189273,0.600188608,0.099054359
ST,PA,0.00E+00,0.160384462,0.060684302,0.100631617,2.530384521,11.85201134,0,0.502946142
SWY,CA,0.00E+00,0.062446432,0.029690356,0.00826584,1.207068742,9.930126534,0.494558612,0.146621873
USCR,TX,0.00E+00,0.004119984,-0.012912175,0.001132117,1.447828152,-3.44575232,0,0.123816877
BCO,VA,0.00E+00,0.255819552,0.116542359,0.034678389,1.345499407,5.919882953,0.624105621,0.068708863
IPG,NY,0.00E+00,0.261803951,0.148572515,0.087484236,1.036940046,3.454706336,0.346382409,-0.065378161
LNN,NE,0.00E+00,0.124304267,0.096198088,0.065614215,3.440777358,11.41137436,1.42429399,0.052870928
ROCK,NY,0.00E+00,0.002252832,0.003661446,-0.004110751,2.303603971,-22.955775,0.002881307,-0.032082413
SEAS,FL,0.00E+00,-0.017399125,0.004343183,0.008246062,0.60502789,-56.56038961,2.230916606,2.568993914
SOTK,NY,0.00E+00,0.078038291,0.059788763,0.04375908,4.220976339,8.609018486,0,-0.275536015
CNC,MO,0.00E+00,0.198379408,0.129930904,0.027717673,1.005527301,2.984525393,0,0.223925523
ECYT,IN,0.00E+00,2.825368626,-2.412135202,,2.613076522,-0.768506577,0,0.204883715
EGAN,CA,0.00E+00,-1.439810625,-1.636796323,-0.043912166,0.897362595,-1.988888177,0,0.011214889
HOG,WI,0.00E+00,0.39038625,0.107221152,0.167268966,1.721019479,9.387941649,0.490686231,0.152085791
PZZA,KY,0.00E+00,0.213252155,0.235832246,0.061802251,0.867637561,9.458023612,1.001346794,16.31706784
UTHR,MD,0.00E+00,0.299141643,0.229951505,0.381734974,2.737038691,1.247424053,0,1.607633292
VRX,Unknown,0.00E+00,-0.262725598,-0.024555843,-0.116862633,1.348800496,-64.28534456,0.254525056,-0.020149156
BXP,MA,0.00E+00,0.060698112,0.025090473,0.192292112,0.139417778,26.74294671,2.432487174,-2.250329397
IVZ,GA,0.00E+00,0.118081587,0.068900022,0.232365488,1.0115811,5.833589096,0.447600541,0.226064365
LTRX,CA,0.00E+00,-0.208671264,-0.195188929,-0.076435786,1.761550271,-0.224976796,0,0.020435506
MDSO,NY,0.00E+00,0.19173388,0.172380485,0.104433901,2.363902172,3.193524595,0,-0.157713692
OPTT,NJ,0.00E+00,-0.795685742,-0.785535487,-5.811951539,5.249879622,-0.02032414,0,0.131556045
AVY,CA,0.00E+00,0.241697425,0.101629287,0.036981499,1.150981188,3.529817152,0.44248562,0.064691809
CSII,NJ,0.00E+00,-0.465160959,-0.323283081,-0.192036666,3.31521604,-0.885964251,0,0.093468821
LMT,MD,0.00E+00,20.55802616,0.466109583,0.103195804,1.140090393,2.208879444,0.560618021,0.247546575
WSM,CA,0.00E+00,0.266731607,0.265387602,0.087629732,2.036296502,0.030565576,0.397736089,0.275633241
ADM,IL,0.00E+00,0.131218513,0.09118604,0.031979189,1.813669449,3.466515487,0.337508859,0.126182941
AKAM,MA,0.00E+00,0.117002019,0.094444076,0.183074268,3.346073729,2.499305505,0,-0.352599562
BIIB,MA,0.00E+00,0.327005153,0.250645451,0.365207452,2.493911989,0.840544541,0,0.602442923
CIDM,NY,0.00E+00,-0.80485053,-0.223081777,-0.267295311,0.913905657,-9.738189019,0,0.08811973
CNK,TX,0.00E+00,0.247311801,0.092816807,0.108135445,1.782310437,6.836083213,0.603773419,42.8713573
EXEL,CA,0.00E+00,-0.711693775,0.944613681,-3.535812815,3.029826256,-1.43072711,0,0.080805871
GME,TX,0.00E+00,-0.009104384,0.033606166,0.008103041,1.256179137,-0.124529595,0.340042752,-0.070166075
HSII,IL,0.00E+00,0.076434778,0.067733035,0.037480139,1.600048841,1.93564589,1.297537985,0.140223902
PG,OH,0.00E+00,0.210578101,0.13823137,0.17536885,0.858900068,2.605733342,0.720243675,0.138275593
SMP,NY,0.00E+00,0.211125993,0.209373912,0.076734797,1.825497768,0.050308535,0.269579817,0.200180514
WAB,PA,0.00E+00,0.223607243,0.157677464,0.135172018,2.144482549,3.071999654,0.067516166,0.150033234
ECL,MN,0.00E+00,0.239977124,0.136211629,0.109970994,1.340175438,4.392805416,0.324682462,0.171997591
GOLF,TX,0.00E+00,0.155487511,0.084176846,0.066837842,1.704565773,9.05287488,3.842195779,3.14602119
HPQ,CA,0.00E+00,-0.593664205,0.313409647,0.052762256,1.072424599,2.196227707,0.198076877,-1.238392671
ICE,GA,0.00E+00,0.128576624,0.093316352,0.388686249,0.998214765,3.920328229,0.230859436,0.262518054
AIR,NY,0.00E+00,0.065894199,0.040499689,0.034087547,2.485098295,4.794118385,0.272691183,0.093161279
DOW,MI,0.00E+00,0.16257167,0.091832279,0.075254664,1.834090532,9.810046807,1.490529407,0.125288273
EXR,UT,0.00E+00,0.131193122,0.10375088,0.342429936,0.02591419,2.196666417,1.089509984,-1.160668333
HRT,MA,0.00E+00,-0.141474183,-0.087145145,-0.04220219,1.645083678,-2.006414931,0.034633729,-0.101451373
ISIL,CA,0.00E+00,0.107031528,0.083236948,0.135897374,4.083538541,2.670854137,2.277963019,-0.037740328
UPL,TX,0.00E+00,0.580561068,0.108110186,0.256439442,0.580351146,14.47136929,0,-0.756782175
KMG,TX,0.00E+00,0.168373956,0.072823924,0.076971137,2.312758037,9.81266148,0.082372627,0.151134301
NDAQ,NY,0.00E+00,0.109679292,0.071514518,0.164506846,1.129909685,7.040906655,0.400612669,0.137716136
OSK,WI,0.00E+00,0.003387711,0.104168262,0.031429042,1.602002296,1.849482691,0.098561912,4.207187916
PAH,FL,0.00E+00,-0.05726154,-0.020570423,-0.084707192,2.977083279,-42.57248118,0.002527544,0.290639095
SPB,WI,0.00E+00,0.094099185,0.029083704,0.029299691,1.646454232,3.463716184,0.389880389,0.774757265
AEPI,NJ,0.00E+00,0.24954495,0.076351163,0.019395167,1.911996876,29.95629153,0.019016537,0.092419888
APC,TX,0.00E+00,-0.042977163,-0.015107704,-0.081602041,1.285015092,29.12428941,0.228214696,-0.295158197
CDW,IL,0.00E+00,0.199028479,0.094743901,0.028944775,1.497011094,10.15049945,0.103337102,-0.153483291
ENR,MO,0.00E+00,0.880384508,0.130293346,0.083387332,1.859785898,-224.2905573,1.180308634,0.631491832
JCI,WI,0.00E+00,0.17323914,0.091409548,0.038290826,1.090603427,1.722622819,0.508365713,0.072056874
LUNA,VA,0.00E+00,-0.221506932,-0.178525291,-0.130760161,2.914510398,-0.915083237,0,-0.107779754
MGM,NV,0.00E+00,-0.055456442,-0.00431181,-0.021901187,0.971978793,10.44194025,0.114474205,0.300555328
PRGO,Unknown,0.00E+00,0.278302065,0.153112846,0.158149166,2.382393197,3.064860531,0.080322123,0.322097866
PVH,NY,0.00E+00,0.133081675,0.089559133,0.080316461,1.710016368,3.651624549,0.015541265,0.171582262
ATU,WI,0.00E+00,0.031507964,0.029596061,0.037908589,2.04863157,0.694779162,0.053298131,-0.01000685
BREW,OR,0.00E+00,0.043784807,0.037464579,0.028775949,1.322235832,-5.926302711,0,-0.237869754
KMX,VA,0.00E+00,0.285531761,0.088903715,0.064293135,2.793596724,9.059478333,0,0.292889778
SSI,NC,0.00E+00,0.014756693,0.03622329,0.011623904,2.522750842,3.410334386,0.953823845,0.468880729
HNI,IA,0.00E+00,0.18530403,0.128138057,0.04000902,1.044634426,-3.587831084,1.233045212,0.144028965
STRM,GA,0.00E+00,-0.423307853,-0.273609238,-0.230976108,1.011422847,20.41923223,0,0.10544923
UTX,CT,0.00E+00,0.266997491,0.161540058,0.125284676,1.280016916,2.74582125,0.349178103,0.132830645
ABM,NY,0.00E+00,0.058889306,0.037467475,0.013205835,1.589730624,9.816748363,3.930536546,0.069148408
ACT,Unknown,0.00E+00,0.096960428,0.065566345,0.085246783,1.673233556,9.147020464,0,0.101528024
ADES,CO,0.00E+00,0.264690306,-1.502343179,-0.0873955,0.985654506,1.984060114,0.113753032,0.650718786
CRZO,TX,0.00E+00,0.040316576,0.018139897,0.133286998,0.506974556,30.32341119,0,-0.056988053
CVS,RI,0.00E+00,0.172931691,0.119823467,0.050733938,1.338703294,6.957232165,0.517332303,0.153493229
GPS,CA,0.00E+00,0.559472584,0.375415329,0.10292461,1.8170275,0.920845173,0.346774916,0.227484541
PRKA,GA,0.00E+00,0.155773273,0.102638616,0.168035194,3.276912058,91.77489159,0,0.447840837
TFX,PA,0.00E+00,0.078058964,0.048153642,0.089125103,2.651748175,5.048553439,0.273608523,0.098144019
TWTR,CA,0.00E+00,-0.066795372,-0.04873074,-0.145354154,8.249180239,-4.144452524,0,0.001364075
AXL,MI,0.00E+00,0.898049087,0.086895674,0.043152121,1.644643626,2.445988155,0,-1.809976723
BHE,TX,0.00E+00,0.062080012,0.058649714,0.030727334,3.547108203,1.252447361,0.092058553,0.110245614
FDC,GA,0.00E+00,-0.168027497,-0.014923857,-0.034414537,1.039155014,-9.127227026,0.001663292,0.034313476
GCO,TN,0.00E+00,0.132048927,0.125321549,0.044305602,2.372181073,0.246838236,8.23E-04,0.07149732
JWN,WA,0.00E+00,0.661131629,0.208635148,0.077535781,1.738478634,3.241589484,0.535779274,1.160313866
NVDA,CA,0.00E+00,0.302518275,0.232023946,0.249358611,5.93905347,1.272971134,0.19996873,0.250004454
ANIK,MA,0.00E+00,0.136979544,0.123261061,0.206208968,4.224555133,1.015744655,0,0.223369972
BBSI,WA,0.00E+00,0.15988748,0.218658949,0.02899545,1.016454121,0.070335542,0.259744065,0.160407113
CASI,CA,0.00E+00,-0.279454337,-0.268993669,,8.654995746,-0.139157464,0,0.023790929
HTM,ID,0.00E+00,-0.078425147,-0.055163894,-1.585145645,4.215575379,-4.978178905,0,0.176794287
NVAX,MD,0.00E+00,-0.409465168,-0.40681922,-19.58625644,4.713624366,-0.020161445,0,0.131633633
NWL,GA,0.00E+00,0.008136979,0.009419937,-0.029806616,1.503013217,6.682401006,0.371179366,0.470027529
SCHL,NY,0.00E+00,0.068773757,0.0531027,0.028947344,1.867899681,-6.850491497,1.011718978,0.058079775
STMP,CA,0.00E+00,0.208299854,0.178959727,0.225288268,1.752152769,-5.400558663,0,-0.111039655
WFT,Unknown,0.00E+00,0.579195029,-0.252396623,-0.28281647,1.723298753,-15.45717905,0,-0.480671331
AAOI,TX,0.00E+00,0.052857618,0.045898922,0.046488893,2.33181568,-5.246809181,0,0.121660487
EOG,TX,0.00E+00,0.082597284,0.068401805,0.081609046,1.354135169,2.965387054,0.237961719,0.074585145
FB,CA,0.00E+00,0.168428096,0.157313922,0.328606859,9.67280443,1.081467878,0,0.397663682
FDX,TN,0.00E+00,0.171906735,0.122082645,0.056687424,1.633793234,4.681362473,0.339746576,0.100643797
BABY,CA,0.00E+00,0.013099773,0.013823454,0.016650657,2.479440625,1.11972168,0,-0.01375195
FARO,FL,0.00E+00,0.101411494,0.101322029,0.104014173,4.804590485,0.009339668,0,0.232862491
H,NJ,0.00E+00,0.084941393,0.062095101,0.079220292,1.978669336,6.721222429,0.00982517,0.096386793
HEI,FL,0.00E+00,0.210711058,0.165190426,0.182684814,2.847568748,1.278853209,0.196329731,0.243396161
IDSY,NJ,0.00E+00,-0.201927955,-0.200360341,-0.189305563,2.971943162,-0.038746363,0,0.117906951
KMG,OK,0.00E+00,0.168373956,0.072823924,0.076971137,2.312758037,9.81266148,0.082372627,0.151134301
LAMR,LA,0.00E+00,0.120232095,0.039157206,0.086392004,1.314892454,31.68778698,0.528125295,-0.215959987
PANW,CA,0.00E+00,-0.243716978,-0.116739817,-0.155527079,1.877292668,-9.786955743,0,0.311329583
PNW,AZ,0.00E+00,0.140518002,0.074207519,0.182041076,0.705474988,6.573605709,0.847665905,0.198688798
AIR,IL,0.00E+00,0.065894199,0.040499689,0.034087547,2.485098295,4.794118385,0.272691183,0.093161279
CMG,CO,0.00E+00,0.327229935,0.325757622,0.148677231,3.132043231,0.014181429,0,0.389740452
MFON,AZ,0.00E+00,-4.365026541,-0.091488298,-2.305187828,0.739750333,-0.313483521,0,0.23935114
NP,GA,0.00E+00,0.268095484,0.142698577,0.082129525,2.449412949,3.631782087,0.231081159,-1.655126791
PYX,DE,0.00E+00,-0.001099976,0.005157715,0.002939681,2.274915356,-14.63675666,0,0.049026185
AJG,IL,0.00E+00,0.133262071,0.082520976,0.083035009,1.024861314,5.548272964,0.77019125,0.392014874
CALD,CA,0.00E+00,-2.073510259,-0.315901541,-0.189485068,1.186589297,-1.532248841,0,0.076557046
CORT,CA,0.00E+00,1.527862693,-0.598964386,-4.314303733,5.131635364,-1.74123487,0,0.106945394
FOLD,NJ,0.00E+00,-0.573253777,-0.513000996,-57.22140523,7.658013376,-0.204885849,0,0.154042481
TPX,KY,0.00E+00,0.956313769,0.127510358,0.084252456,1.830225322,8.465081635,0,0.104856183
ALB,LA,0.00E+00,0.186432751,0.116470141,0.154945901,2.777914629,4.973685761,0.493290955,0.195603504
CPSI,AL,0.00E+00,0.096568763,0.105172318,0.040372805,2.378648405,2.856755156,2.875287029,0.631881646
CY,CA,0.00E+00,-0.06585917,-0.046998111,-0.098148635,1.375285349,95.12632442,1.330178372,0.131919509
DK,Unknown,0.00E+00,0.030022315,0.008833888,-0.001519919,1.308738467,2.180984113,0.210618439,0.142756287
MCO,NY,0.00E+00,-3.020163879,-0.208777015,0.353263268,1.308393297,2.548888634,0.33461155,0.127190098
NI,IN,0.00E+00,0.07726357,0.028991476,0.071386268,0.596810559,13.20743675,1.372394548,0.138121569
XOM,TX,0.00E+00,0.300013582,0.270169392,0.122698355,0.943724252,1.147738713,0.515098124,0.08248469
DOV,IL,0.00E+00,0.21383279,0.12948914,0.125871222,2.031502366,3.030437302,0.337071361,0.106024583
PINC,NC,0.00E+00,0.99846654,0.91617542,0.442673906,2.521846667,0.089958213,0,0.145773632
TROV,KY,0.00E+00,-1.210540905,-0.670230021,-71.84650608,8.121611593,-0.527314371,0,0.217287023
TSSI,MD,0.00E+00,0.021976038,-0.403807466,-0.041938031,1.098600569,0.300900004,0,0.022001858
ADT,FL,0.00E+00,-0.145518029,-0.038673403,-0.112556022,0.636914272,-19.49574921,1.216967175,0.057977936
ALG,TX,0.00E+00,0.163328104,0.140258934,0.075940869,4.032612321,1.018035135,0.094935522,0.141252429
CHDN,KY,0.00E+00,0.202038095,0.134052372,0.1292522,0.630564598,2.762215202,0.187955788,0.23583454
DISCA,MD,0.00E+00,0.205528532,0.102514937,0.247102878,2.184164968,24.70761406,0,0.086534763
IP,TN,0.00E+00,0.141281388,0.046816446,0.039813189,1.725950936,10.49556923,0.502450245,0.162366242
JILL,MA,0.00E+00,0.269102372,0.105305606,0.06499443,1.383628995,5.698896109,0.969193493,1.722141739
REGN,NY,0.00E+00,0.066713251,0.08364189,0.044213684,4.237688462,-0.414436935,0,0.080118977
BC,IL,0.00E+00,0.716409169,0.150065186,0.055511406,1.718955192,-0.053915867,0.160469025,0.137798704
BFAM,MA,0.00E+00,0.138459021,0.064159288,0.068375188,0.548132794,38.59714601,0,0.54103456
IRM,MA,0.00E+00,0.217012499,0.06683463,0.113984816,1.270444742,10.1999331,0.73996855,0.38487733
MO,VA,0.00E+00,1.637952928,0.417529973,0.347182538,0.832044271,1.898474333,0.742831167,0.203183435
NTAP,CA,0.00E+00,0.311333302,0.100214365,0.129026899,1.998426865,7.081154958,0.422707267,73.81802774
ARQL,MA,0.00E+00,0.201757313,0.355709811,-0.744533034,3.393144284,-0.331887054,0,0.042249699
COO,CA,0.00E+00,0.10312066,0.076100156,0.150388682,2.162356302,4.065660064,0.015263249,0.171594679
DRQ,TX,0.00E+00,0.184851556,0.18466997,0.254445169,6.03749143,0.004821886,0,0.164689695
KEYS,CA,0.00E+00,-0.045719036,-0.028125145,-0.024926008,2.142329323,3.543054819,0,0.117060661
MRCY,MA,0.00E+00,0.053566318,0.045842332,0.086814647,4.45403224,3.802005062,0,0.141309527
MTZ,FL,0.00E+00,0.184148352,0.101459673,0.044088595,1.585827556,1.790253752,0,-0.468389543
PDCO,MN,0.00E+00,0.166298666,0.10781618,0.060047523,2.37267789,3.883186729,0.512037242,0.121284216
SJM,OH,0.00E+00,0.12748839,0.086214065,0.126665127,1.935248163,4.862793019,0.480168381,0.485107518
TIVO,CA,0.00E+00,0.141129536,0.069012854,0.097756486,2.679051786,7.452768904,0,-0.070907124
CLNE,CA,0.00E+00,-0.136639888,-0.068750858,-0.168837048,2.748322736,-9.212611326,0,0.148707845
MORN,IL,0.00E+00,0.275771816,0.259259301,0.236959301,1.373345213,0.240624985,0.243467349,0.171769061
NWY,NY,0.00E+00,-0.100445186,-0.087303581,-0.009656195,1.378719327,-0.286854473,0,0.122052303
PLNT,CT,0.00E+00,-11.91826362,0.297684427,0.402257399,1.683329321,7.230121648,5.058950395,-0.48175144
APA,TX,0.00E+00,0.13098137,0.093700737,0.232206362,1.320256645,5.765452401,1.42236476,0.006528593
AZO,TN,0.00E+00,-1.319739663,0.587004888,0.165203444,0.833734568,2.584288417,0,-0.311088163
BLKB,SC,0.00E+00,0.201212396,0.113216256,0.072051393,0.72631206,7.65325131,0.968623299,0.212867333
KWR,PA,0.00E+00,0.20483847,0.174755067,0.09336661,2.63205458,0.848974064,0.353905986,0.181183045
RGEN,MA,0.00E+00,0.012252598,0.010492213,0.051318361,9.630002777,13.69343267,0,-0.8998667
WEB,OK,0.00E+00,-0.128556684,-0.0272143,-0.087737896,0.490531943,11.13016419,0,0.017311868
ALK,WA,0.00E+00,0.364122107,0.215472676,0.139122363,0.989637331,2.858585693,0.095956352,0.286030111
AME,PA,0.00E+00,0.23677675,0.146405105,0.182603662,1.751913309,2.651883941,0.126391632,0.157585285
FBHS,IL,0.00E+00,0.114541003,0.077746399,0.061882419,1.664108563,0.043958273,3.284206131,1.066382771
USAT,PA,0.00E+00,-0.08872492,-0.08629301,-0.079579566,1.210183389,-0.553040166,0,-0.007197421
CLCT,CA,0.00E+00,0.733383825,0.668962906,0.171164094,1.599015539,0.169994562,1.168621916,-0.118526098
CLR,OK,0.00E+00,0.136737143,0.06743734,0.134356819,0.888303454,4.600121686,0,0.158607551
FTI,TX,0.00E+00,0.005955372,0.003483809,-0.004488943,1.204810222,2.494885911,0.314089652,-0.525416237
CE,TX,0.00E+00,0.553181947,0.141022833,0.124703952,1.890893553,5.792988846,0.189465207,0.216430134
CRIS,MA,0.00E+00,0.190517569,-0.707432497,-4.457835754,5.42262,-1.099646032,0,0.044470757
DDD,WA,0.00E+00,-0.085343008,-0.090951739,-0.073336546,3.292618219,0.721014708,0,0.299973134
EA,CA,0.00E+00,0.188604125,0.149836404,0.135443411,1.489279001,28.27308072,0,0.601649157
GOLF,NJ,0.00E+00,0.155487511,0.084176846,0.066837842,1.704565773,9.05287488,3.842195779,3.14602119
MLAB,CO,0.00E+00,0.155804851,0.117120621,0.167381737,1.998549169,23.82352822,0.3213941,0.133805368
USAP,PA,0.00E+00,0.024262071,0.019511869,0.012332796,4.664605136,984.1742881,0,0.029603145
VAL,MN,0.00E+00,0.315475234,0.131750136,0.087347367,1.231826829,1.6898699,0.30942322,0.131511325
ACF,TX,0.00E+00,0.161257347,0.018427483,0.135059932,1.172185698,48.06550449,0.276433121,0.336404543
ALTR,CA,0.00E+00,-0.300701619,-0.080399125,8.96E-04,0.866513751,2.461536621,0,0.092772719
COMM,NC,0.00E+00,0.097771448,0.029453455,0.030998008,2.776568178,7.964758609,13.02725047,-0.128364793
EGLT,IL,0.00E+00,-5.370657177,-0.858196701,-3.542652212,3.785589317,-1.103067395,0,0.355982745
GAS,IL,0.00E+00,0.127955289,0.046615051,0.17490953,0.752651545,13.63706897,0.843963097,0.240730012
RL,NY,0.00E+00,0.193461451,0.174122156,0.10364216,2.81544634,-0.121071958,0.524086245,0.095396188
SEB,KS,0.00E+00,0.125090016,0.11162793,0.055214242,3.209157599,-6.230313063,0.066210301,0.087967064
VC,MI,0.00E+00,0.182217534,0.103526413,0.082001062,1.780959433,0.469653265,0.010670732,0.41575389
BG,NY,0.00E+00,0.103517474,0.069570973,0.019839008,1.578900246,9.051295697,0.768603151,0.114322263
CAT,IL,0.00E+00,0.342848842,0.107468341,0.083325276,1.337517938,25.10646596,2.818953438,0.120638322
FARM,CA,0.00E+00,-0.163135435,-0.111783598,-0.03246039,0.986784975,-25.98727052,0,-0.233889169
QEP,CO,0.00E+00,-0.107494208,-0.061588851,-0.230491745,1.019688228,717.9244476,0.045436946,-0.076329413
SMRT,FL,0.00E+00,-0.121963612,-0.016269123,4.16E-04,1.591830864,0.316594484,5.11653435,1.891619819
DF,TX,0.00E+00,2.28618493,-0.052130219,-0.017334421,1.393279335,5.0483037,0.525892035,-3.182896734
EXTR,CA,0.00E+00,-0.270812061,-0.138244749,-0.045392472,1.28709183,-5.520714406,0,0.042885476
GMAN,NE,0.00E+00,0.21784671,0.217853143,0.030194897,1.648335715,-1.501680407,1.667766328,2.359885606
HOME,ID,0.00E+00,0.057829302,0.039642809,0.037488658,0.976477482,-5.442802324,0,0.126962963
LIVE,NV,0.00E+00,-0.611575035,-0.501277488,-0.683940096,2.029770018,1.156290849,5.11E-04,0.041715664
ARRY,CO,0.00E+00,-2.479072294,-0.86577758,-0.667359324,2.707117504,-1.863607456,0,0.102409959
BGCP,NY,0.00E+00,0.199055624,0.095078826,0.080988728,1.238637229,5.707686463,2.529697298,-0.11933588
G,MA,0.00E+00,0.205844825,0.135374044,0.133230031,2.015663281,2.291669769,0.319458847,0.537915435
