ticker,company_name,location,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid,ROE,ROTC,NPM,CURRENT_RATIO,DEBT_EBIT,DIV_PAYOUT_RATIO,EPS,REPS
ARG,Airgas Inc,PA,2010,82129000.0,3875153000.0,314046000,196266000,711335000.0,4495932000.0,10255000.0,475643000.0,1499384000.0,2700388000.0,1332759000.0,600047000,-62526000.0,0.17490298204889437,0.09501622149212313,0.08104092922266554,1.4955229026812127,4.807063296459754,0.31857784843019166,2.3897283541745304,16.227629704489278
ARG,Airgas Inc,PA,2011,83487000.0,4251467000.0,406933000,250264000,1130518000.0,4945754000.0,9868000.0,564503000.0,1842994000.0,3204842000.0,1504758000.0,275301000,-83797000.0,0.23374702454805296,0.11323277423677727,0.0957159022991358,2.00267846229338,4.553236036399112,0.33483441485791005,2.997640351192401,18.023860002156024
ARG,Airgas Inc,PA,2012,76586000.0,4746283000.0,492166000,313374000,1274206000.0,5320585000.0,398837000.0,930049000.0,1761902000.0,3570327000.0,1701478000.0,506406000,-95323000.0,0.28119625792311764,0.1258415692980588,0.10369503883354617,1.3700417934969018,4.390264666799413,0.30418286137331113,4.091792233567492,22.216566996579008
ARG,Airgas Inc,PA,2013,76651000.0,4957497000.0,543417000,340874000,1463830000.0,5618225000.0,303573000.0,861714000.0,2304245000.0,4081242000.0,1861395000.0,550268000,-122202000.0,0.3535608396449408,0.13110810386312877,0.10961519492598785,1.6987422741187912,4.798926054944913,0.35849610119868336,4.447091362147917,24.284027605641153
ARG,Airgas Inc,PA,2014,73623000.0,5072537000.0,551905000,350784000,1399087000.0,5793314000.0,788188000.0,1330775000.0,1706774000.0,3952665000.0,2047843000.0,744860000,-141461000.0,0.29984260986206496,0.1272957836853906,0.10880255777335877,1.051332494223291,4.520636703780542,0.4032709587666484,4.7645980196406015,27.8152615351181
ARG,Airgas Inc,PA,2015,74702000.0,5304885000.0,584121000,368086000,1415684000.0,5973610000.0,575981000.0,1129047000.0,1748662000.0,3822024000.0,2231026000.0,718037000,-164517000.0,0.2714839193041784,0.1304939939399883,0.11011002123514459,1.2538751708299123,3.979728515153538,0.4469526143346935,4.927391502235549,29.865679633744747
ARG,Airgas Inc,PA,2016,73422000.0,5313777000.0,529717000,337500000,1384198000.0,6134956000.0,633365000.0,1147834000.0,1954820000.0,4089658000.0,2377843000.0,743935000,-175384000.0,0.2589925771207912,0.11432371716913604,0.09968747277125103,1.2059217622060332,4.885976851790673,0.5196562962962963,4.5967148810983085,32.38597423115687
ARMK,Aramark Holdings Corp,PA,2013,201916000.0,13945657000.0,90629000,69356000,2287165000.0,10267106000.0,65841000.0,2389253000.0,5758229000.0,9194484000.0,-479233000.0,695907000,0.0,0.08449295278299344,0.013140937713326912,0.006498725732319388,0.9572720009140933,64.26276357457326,0.0,0.3434893718179837,-2.373427563937479
ARMK,Aramark Holdings Corp,PA,2014,225866000.0,14832900000.0,229650000,148929000,2464976000.0,10455693000.0,89805000.0,2378873000.0,5355789000.0,8727780000.0,-382463000.0,398159000,-52186000.0,0.13290599700332134,0.03201363015328486,0.015482474768925834,1.0361948704281396,23.712580013063356,0.3504085839561133,0.6593688293058716,-1.6933181620961102
ARMK,Aramark Holdings Corp,PA,2015,237616000.0,14329100000.0,341961000,235911000,2379123000.0,10196357000.0,81427000.0,2180988000.0,5184597000.0,8302896000.0,-228641000.0,683036000,-81898000.0,0.18060102637445397,0.047763351693592485,0.023864792624798487,1.090846442071208,15.399487076011592,0.34715634285811175,0.9928245572688708,-0.962228974479833
ARMK,Aramark Holdings Corp,PA,2016,242286000.0,14415800000.0,430885000,287760000,2492571000.0,10582072000.0,46522000.0,2184745000.0,5223514000.0,8411272000.0,-33778000.0,806640000,-92074000.0,0.19849133959830478,0.05790814365482588,0.02988977372050112,1.140897907993839,12.230725135476984,0.31996802891298304,1.187687278670662,-0.13941375069133174
ARMK,Aramark Holdings Corp,PA,2017,244453000.0,14604412000.0,520642000,373923000,2653139000.0,11006229000.0,78157000.0,2368095000.0,5190331000.0,8537370000.0,247050000.0,1053387000,-100813000.0,0.21088365111170787,0.06728947273529286,0.03564963793133198,1.1203684818387776,10.119214354585301,0.2696089836677605,1.5296314628987986,1.0106237190789231
ARMK,Aramark Holdings Corp,PA,2018,245771000.0,15789633000.0,471876000,567885000,2901425000.0,13720102000.0,30907000.0,2490159000.0,7213077000.0,10680451000.0,710519000.0,1047351000,-103115000.0,0.15524019040343776,0.04588610933779738,0.029885178458549353,1.1651565221337272,15.351456738634726,0.18157725595851273,2.3106265588698425,2.8909798145428063
ARMK,Aramark Holdings Corp,PA,2019,246854000.0,16227341000.0,556172000,448549000,2658387000.0,13736321000.0,69928000.0,2705298000.0,6612239000.0,10406359000.0,1107029000.0,984227000,-108439000.0,0.1670205245585385,0.0555498236189326,0.03427376056249758,0.9826595813104508,12.014569233977978,0.24175508138464247,1.8170619070381684,4.484549571811678
ARQL,Arqule Inc,MA,2010,44529000.0,29221000.0,-30679000,-30129000,81814000.0,88866000.0,1700000.0,46913000.0,1888000.0,103428000.0,-398718000.0,-34816000,0.0,2.1067847823101222,2.7956078002551483,-1.0498956230108483,1.7439515699273123,-0.11695296456859741,0.0,-0.6766152395068382,-8.954119787105032
ARQL,Arqule Inc,MA,2011,52778000.0,47310000.0,-10762000,-10762000,72188000.0,117051000.0,1700000.0,48889000.0,1336000.0,87322000.0,-409480000.0,-23738000,0.0,-0.3620034309933062,-0.32846024721501604,-0.22747833439019235,1.4765693714332468,-0.2821036981973611,0.0,-0.2039107203759142,-7.758535753533669
ARQL,Arqule Inc,MA,2012,59821000.0,36414000.0,-10872000,-10872000,79615000.0,134193000.0,1700000.0,26647000.0,784000.0,53164000.0,-420352000.0,-34204000,0.0,-0.13417418455121005,-0.13018332475183506,-0.2985664854176965,2.9877659774083387,-0.22847682119205298,0.0,-0.18174219755604218,-7.026830042961501
ARQL,Arqule Inc,MA,2013,62480000.0,15914000.0,-24600000,-24600000,75636000.0,98179000.0,1700000.0,21753000.0,232000.0,37553000.0,-444952000.0,-33680000,0.0,-0.40576650282057203,-0.3932350778477573,-1.5458087218801055,3.477037649979313,-0.07853658536585366,0.0,-0.39372599231754163,-7.121510883482714
ARQL,Arqule Inc,MA,2018,99035000.0,25764000.0,-15482000,-15482000,106403000.0,106676000.0,1667000.0,14615000.0,13093000.0,27708000.0,-548020000.0,-12976000,0.0,-0.19605409786242528,-0.16518009559576646,-0.6009160068312374,7.280396852548751,-0.9533651982947939,0.0,-0.1563285707073257,-5.533599232594537
ARRS,Arris Group Inc,GA,2009,124716000.0,1107806000.0,134618000,90769000,942308000.0,1475616000.0,124000.0,188551000.0,211248000.0,484247000.0,-111734000.0,248193000,0.0,0.13579000352038445,0.1119260090077581,0.12151766645062402,4.99762928862748,1.5701614940052593,0.0,0.7278055742647295,-0.89590750184419
ARRS,Arris Group Inc,GA,2013,131980000.0,3620902000.0,-96150000,-48760000,1678044000.0,4322007000.0,53254000.0,1095028000.0,1691034000.0,3003020000.0,-60569000.0,562716000,0.0,-0.0728968519022553,-0.03138797528788633,-0.02655415694763349,1.532421088775812,-18.141320852834113,0.0,-0.3694499166540385,-0.45892559478708894
ARRS,Arris Group Inc,GA,2014,144386000.0,5322921000.0,239230000,327211000,1916306000.0,4365645000.0,73956000.0,1009870000.0,1467370000.0,2674884000.0,266642000.0,459281000,0.0,0.14149249953127616,0.07401719075012522,0.04494336850011488,1.8975769158406528,6.442862517242821,0.0,2.2662238721205656,1.8467302924106215
ARRY,Array Biopharma Inc,CO,2011,55447000.0,71901000.0,-56324000,-56324000,70562000.0,89374000.0,150000.0,69808000.0,91390000.0,220232000.0,-547156000.0,-65962000,0.0,0.43042076143606045,1.432524543466097,-0.7833548907525626,1.0108010543204218,-1.6252396846814856,0.0,-1.0158169062347828,-9.868090248345267
